artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb3-kahuminternationale;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/interkulturelle-markedsstudier;330,762,558,962;Interkulturelle markedsstudier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;307;6;;E2022F2023;9;118;34;201911-202111;1675;21;20;19;40;Videnservice;Handel;Information og kommunikation;Øvrige brancher;90;201910-202306;495;14;;201901-202112;305;33.2;28.4;39;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;12,50;E2022F2023;0,00;62,50;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;59;26;202310-202312;53;51;Jeg søgte og blev ansat efter et stillingsopslag;26;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Jeg fik job gennem mit netværk;6;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202310-202312;52;42;0;48;2;8;0;2;202310-202312;52;39;202310-202312;50;Studiejob;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;48;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Forretningsforståelse;Analytiske kompetencer;Fremmedsprogsfærdigheder;202310-202312;50;50;3,52;202310-202312;50;50;3,80;202310-202312;53;4;92;4;;;;;;;;;;Ingen data;
udb3-kakreaarkitekt;101446;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitekt;689,062,805,162;Arkitekt;Universitetsuddannelser;Kandidatuddannelse;;280299;Det Kongelige Akademi - Arkitektur, Design, Konservering;101;København;1084;Hovedstaden;201910-202209;638;2;;E2022F2023;29;68;72;201911-202111;3430;68;12;5;16;Videnservice;Offentlig administration, forsvar og politi;Undervisning;Øvrige brancher;82;201910-202306;546;15;;201901-202112;192;33;28;35.6;;201910-202306;339;2;;201901-202112;137;46.7;39.5;51.7;;129;32;202310-202312;104;105;4,04;202310-202312;116;117;4,09;116;117;4,25;202310-202312;202310-202312;105;105;3,83;41,0;33;98;10,0;55;86;202310-202312;113;117;3,98;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;110;110;4,28;202310-202312;114;115;3,97;202310-202312;109;110;3,87;202310-202312;107;110;4,04;202310-202312;124;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;97;98;3,32;3,00;14,00;45,00;22,00;15,00;202310-202312;97;98;3,13;5,00;20,00;42,00;23,00;10,00;202310-202312;104;105;3,91;57;15;202310-202312;51;22;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;22;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fik job gennem mit netværk;12;Jeg blev headhuntet;202310-202312;51;41;0;41;2;16;0;2;202310-202312;51;39;202310-202312;50;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;50;Kreative og innovative kompetencer;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;IT-færdigheder;Analytiske kompetencer;202310-202312;50;51;3,46;202310-202312;51;51;3,76;202310-202312;51;2;88;10;;;;;;;;;;Ingen data;
udb3-kakreaarkitekt;751426;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitekt;689,062,805,162;Arkitekt;Universitetsuddannelser;Kandidatuddannelse;;751426;Arkitektskolen Aarhus;751;Aarhus;1082;Midtjylland;201910-202209;373;1;;E2022F2023;57;37;90;201911-202111;2962;64;14;5;17;Videnservice;Offentlig administration, forsvar og politi;Handel;Øvrige brancher;81;201910-202306;354;17;;201901-202112;153;33.4;30.4;35.7;;201910-202306;326;2;;201901-202112;133;45.5;39.5;51.3;;98;39;202310-202312;88;89;3,95;202310-202312;93;93;4,04;93;93;4,13;202310-202312;202310-202312;88;89;3,85;42,0;29;87;;;;202310-202312;95;95;3,84;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;91;91;4,33;202310-202312;92;92;4,03;202310-202312;91;91;3,76;202310-202312;91;91;4,08;202310-202312;98;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202310-202312;83;83;3,28;4,00;22,00;35,00;23,00;17,00;202310-202312;83;83;3,17;2,00;25,00;39,00;20,00;13,00;202310-202312;88;89;3,82;38;16;202310-202312;35;34;Jeg søgte og blev ansat efter et stillingsopslag;29;Jeg fik job gennem mit netværk;14;Jeg søgte uopfordret;9;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;34;47;3;41;3;6;0;6;202310-202312;34;37;202310-202312;34;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;32;Kreative og innovative kompetencer;Analytiske kompetencer;Formidlingsevner;IT-færdigheder;Tværfaglige og projektorienterede kompetencer;202310-202312;33;34;3,27;202310-202312;34;34;3,29;202310-202312;34;0;94;6;;;;;;;;;;Ingen data;
udb3-kakreaarkitekt;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitekt;689,062,805,162;Arkitekt;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;1011;2;;E2022F2023;38;58;78;201911-202111;6392;66;13;4;17;Videnservice;Offentlig administration, forsvar og politi;Undervisning;Øvrige brancher;81;201910-202306;900;16;;201901-202112;345;33.2;29.2;35.6;;201910-202306;665;2;;201901-202112;270;46.55;39.5;51.7;;227;34;202310-202312;192;194;4,00;202310-202312;209;210;4,07;209;210;4,20;202310-202312;202310-202312;193;194;3,84;41,0;31;185;10,0;55;86;202310-202312;208;212;3,92;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;201;201;4,30;202310-202312;206;207;4,00;202310-202312;200;201;3,82;202310-202312;198;201;4,06;202310-202312;222;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;180;181;3,30;3,00;18,00;41,00;22,00;16,00;202310-202312;180;181;3,15;4,00;22,00;41,00;22,00;12,00;202310-202312;192;194;3,87;95;15;202310-202312;86;27;Jeg søgte og blev ansat efter et stillingsopslag;23;Jeg fik job gennem mit netværk;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg søgte uopfordret;202310-202312;85;44;1;41;2;12;0;4;202310-202312;85;38;202310-202312;84;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;82;Kreative og innovative kompetencer;Analytiske kompetencer;Formidlingsevner;IT-færdigheder;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;83;85;3,39;202310-202312;85;85;3,58;202310-202312;85;1;91;8;;;;;;;;;;Ingen data;
udb3-kakreaarkitektur;101446;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitektur;689062;Arkitektur;Universitetsuddannelser;Kandidatuddannelse;;280299;Det Kongelige Akademi - Arkitektur, Design, Konservering;101;København;1084;Hovedstaden;201910-202209;614;2;;E2022F2023;23;50;145;201911-202111;3430;68;12;5;16;Videnservice;Offentlig administration, forsvar og politi;Undervisning;Øvrige brancher;82;201910-202306;546;15;;201901-202112;192;33;28;35.6;;201910-202306;339;2;;201901-202112;137;46.7;39.5;51.7;;121;33;202310-202312;100;101;4,05;202310-202312;112;113;4,10;112;113;4,28;202310-202312;202310-202312;101;101;3,83;41,0;32;94;9,5;54;86;202310-202312;109;113;3,98;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;106;106;4,27;202310-202312;110;111;3,97;202310-202312;105;106;3,85;202310-202312;103;106;4,01;202310-202312;117;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Faglig vejledning fra din underviser;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;94;94;3,31;3,00;15,00;45,00;22,00;15,00;202310-202312;94;94;3,13;5,00;20,00;41,00;22,00;11,00;202310-202312;101;101;3,91;57;15;202310-202312;51;22;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;22;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fik job gennem mit netværk;12;Jeg blev headhuntet;202310-202312;51;41;0;41;2;16;0;2;202310-202312;51;39;202310-202312;50;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;50;Kreative og innovative kompetencer;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;IT-færdigheder;Analytiske kompetencer;202310-202312;50;51;3,46;202310-202312;51;51;3,76;202310-202312;51;2;88;10;;;;;;;;;;Ingen data;
udb3-kakreaarkitektur;281790;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitektur;689062;Arkitektur;Universitetsuddannelser;Kandidatuddannelse;;280299;Det Kongelige Akademi - Arkitektur, Design, Konservering;326;Kalundborg;1085;Sjælland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kakreaarkitektur;751426;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitektur;689062;Arkitektur;Universitetsuddannelser;Kandidatuddannelse;;751426;Arkitektskolen Aarhus;751;Aarhus;1082;Midtjylland;201910-202209;373;1;;E2022F2023;57;37;90;201911-202111;2962;64;14;5;17;Videnservice;Offentlig administration, forsvar og politi;Handel;Øvrige brancher;81;201910-202306;354;17;;201901-202112;153;33.4;30.4;35.7;;201910-202306;326;2;;201901-202112;133;45.5;39.5;51.3;;98;39;202310-202312;88;89;3,95;202310-202312;93;93;4,04;93;93;4,13;202310-202312;202310-202312;88;89;3,85;42,0;29;87;;;;202310-202312;95;95;3,84;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;91;91;4,33;202310-202312;92;92;4,03;202310-202312;91;91;3,76;202310-202312;91;91;4,08;202310-202312;98;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202310-202312;83;83;3,28;4,00;22,00;35,00;23,00;17,00;202310-202312;83;83;3,17;2,00;25,00;39,00;20,00;13,00;202310-202312;88;89;3,82;38;16;202310-202312;35;34;Jeg søgte og blev ansat efter et stillingsopslag;29;Jeg fik job gennem mit netværk;14;Jeg søgte uopfordret;9;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;34;47;3;41;3;6;0;6;202310-202312;34;37;202310-202312;34;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;32;Kreative og innovative kompetencer;Analytiske kompetencer;Formidlingsevner;IT-færdigheder;Tværfaglige og projektorienterede kompetencer;202310-202312;33;34;3,27;202310-202312;34;34;3,29;202310-202312;34;0;94;6;;;;;;;;;;Ingen data;
udb3-kakreaarkitektur;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitektur;689062;Arkitektur;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;987;2;;E2022F2023;40;44;117;201911-202111;6392;66;13;4;17;Videnservice;Offentlig administration, forsvar og politi;Undervisning;Øvrige brancher;81;201910-202306;900;16;;201901-202112;345;33.2;29.2;35.6;;201910-202306;665;2;;201901-202112;270;46.55;39.5;51.7;;219;35;202310-202312;188;190;4,01;202310-202312;205;206;4,07;205;206;4,21;202310-202312;202310-202312;189;190;3,84;41,0;31;181;9,5;54;86;202310-202312;204;208;3,92;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;197;197;4,30;202310-202312;202;203;4,00;202310-202312;196;197;3,81;202310-202312;194;197;4,04;202310-202312;215;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;177;177;3,29;3,00;18,00;40,00;23,00;16,00;202310-202312;177;177;3,15;4,00;23,00;40,00;21,00;12,00;202310-202312;189;190;3,87;95;15;202310-202312;86;27;Jeg søgte og blev ansat efter et stillingsopslag;23;Jeg fik job gennem mit netværk;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg søgte uopfordret;202310-202312;85;44;1;41;2;12;0;4;202310-202312;85;38;202310-202312;84;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;82;Kreative og innovative kompetencer;Analytiske kompetencer;Formidlingsevner;IT-færdigheder;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;83;85;3,39;202310-202312;85;85;3,58;202310-202312;85;1;91;8;;;;;;;;;;Ingen data;
udb3-kakreaarkitekturensteknologi;101446;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitekturens-teknologi;805162;Arkitekturens Teknologi;Universitetsuddannelser;Kandidatuddannelse;;280299;Det Kongelige Akademi - Arkitektur, Design, Konservering;101;København;1084;Hovedstaden;201910-202209;24;4;;E2022F2023;35;86;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kakreaarkitekturensteknologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/arkitekturens-teknologi;805162;Arkitekturens Teknologi;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;24;4;;E2022F2023;35;86;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kakreadesigner;101628;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/design;506362;Design;Universitetsuddannelser;Kandidatuddannelse;;280299;Det Kongelige Akademi - Arkitektur, Design, Konservering;101;København;1084;Hovedstaden;201910-202209;301;5;;E2022F2023;23;60;145;201911-202111;4705;33;14;12;41;Videnservice;Handel;Undervisning;Øvrige brancher;81;201910-202306;316;28;;201901-202112;112;25.45;17.6;33.8;;201910-202306;261;6;;201901-202112;119;33.8;21.7;41.9;;84;44;202310-202312;74;74;3,82;202310-202312;77;77;4,13;77;77;4,10;202310-202312;202310-202312;74;74;3,93;39,0;45;68;11,0;41;82;202310-202312;76;77;3,82;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;75;75;4,12;202310-202312;76;76;3,70;202310-202312;74;75;3,74;202310-202312;75;75;3,99;202310-202312;82;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;65;65;3,26;2,00;15,00;48,00;26,00;9,00;202310-202312;65;65;3,12;5,00;25,00;32,00;31,00;8,00;202310-202312;74;74;3,73;29;15;202310-202312;25;28;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fik job gennem mit netværk;16;Jeg startede som selvstændig;8;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;25;44;0;28;4;24;0;4;202310-202312;25;36;202310-202312;24;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Studiejob;202310-202312;24;Kreative og innovative kompetencer;Praktiske færdigheder;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Formidlingsevner;202310-202312;24;25;3,33;202310-202312;24;25;3,63;202310-202312;25;0;92;8;;;;;;;;;;Ingen data;
udb3-kakreadesigner;621408;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/design;506362;Design;Universitetsuddannelser;Kandidatuddannelse;;621408;Designskolen Kolding;621;Kolding;1083;Syddanmark;201910-202209;236;9;;E2022F2023;76;62;47;201911-202111;2309;24;16;15;46;Videnservice;Handel;Undervisning;Øvrige brancher;81;201910-202306;185;20;;201901-202112;62;25;18.7;33.4;;201910-202306;147;7;;201901-202112;57;30.9;18.5;41.4;;62;47;202310-202312;57;58;4,07;202310-202312;58;59;4,03;59;59;3,93;202310-202312;202310-202312;56;58;4,13;39,0;49;51;3,0;17;0;202310-202312;59;59;4,22;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;59;59;4,27;202310-202312;58;59;4,00;202310-202312;57;59;4,12;202310-202312;59;59;4,31;202310-202312;59;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;50;50;3,52;4,00;12,00;36,00;24,00;24,00;202310-202312;50;50;3,32;2,00;24,00;28,00;32,00;14,00;202310-202312;56;58;4,16;38;31;202310-202312;36;33;Jeg søgte og blev ansat efter et stillingsopslag;19;Andet;19;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;8;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202310-202312;35;43;0;37;3;14;3;6;202310-202312;35;34;202310-202312;34;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;202310-202312;33;Kreative og innovative kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Formidlingsevner;Evnen til at samarbejde;Tværfaglige og projektorienterede kompetencer;202310-202312;35;35;3,54;202310-202312;34;35;3,53;202310-202312;35;6;80;14;;;;;;;;;;Ingen data;
udb3-kakreadesigner;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/kunstneriskeuddannelser/design;506362;Design;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;537;7;;E2022F2023;49;61;96;201911-202111;7014;30;15;13;42;Videnservice;Handel;Undervisning;Øvrige brancher;81;201910-202306;501;25;;201901-202112;174;25.3;17.7;33.8;;201910-202306;408;6;;201901-202112;176;33.55;21.35;41.9;;146;45;202310-202312;131;132;3,93;202310-202312;135;136;4,09;136;136;4,03;202310-202312;202310-202312;130;132;4,02;39,0;46;119;9,0;58;74;202310-202312;135;136;3,99;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;134;134;4,19;202310-202312;134;135;3,83;202310-202312;131;134;3,91;202310-202312;134;134;4,13;202310-202312;141;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Faglig vejledning fra din underviser;202310-202312;115;115;3,37;3,00;14,00;43,00;25,00;16,00;202310-202312;115;115;3,21;3,00;24,00;30,00;31,00;10,00;202310-202312;130;132;3,92;67;21;202310-202312;61;31;Jeg søgte og blev ansat efter et stillingsopslag;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;13;Andet;13;Jeg fik job gennem mit netværk;202310-202312;60;43;0;33;3;18;2;5;202310-202312;60;35;202310-202312;58;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;57;Kreative og innovative kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Formidlingsevner;Evnen til at samarbejde;Praktiske færdigheder;202310-202312;59;60;3,46;202310-202312;58;60;3,57;202310-202312;60;3;85;12;;;;;;;;;;Ingen data;
